ID,Education,Marital_Status,Income,Kidhome,Teenhome,Parent?,Dt_Customer,Month Joined,Year Joined,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Accepted or Not,Complain,Z_CostContact,Z_Revenue,Response,Age,AgeGroup,index,Frequency,Recency,Monetary,Cluster,R,F,M,RFM_SCORE,Segment
640,Graduation,Married,57304.0,0,1,1,11-03-2013,3,2013,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,3,11,0,63,61-70,1672,25,61,1026,2,2,5,4,254,254
6376,Graduation,Single,57537.0,1,0,1,10-06-2013,6,2013,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,3,11,0,35,31-40,1673,19,83,545,2,1,4,3,143,143
9426,Master,Single,58308.0,0,1,1,12-01-2013,1,2013,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,3,11,0,50,51-60,1674,15,77,900,2,2,3,4,234,234
4220,PhD,Married,59892.0,0,1,1,02-11-2013,11,2013,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,3,11,0,44,41-50,1675,7,26,87,0,4,2,2,422,422
2125,Graduation,Divorced,63033.0,0,0,0,15-11-2013,11,2013,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,3,11,0,55,51-60,1676,16,82,1102,2,1,3,4,134,134
9595,Graduation,Together,64260.0,0,0,0,11-01-2013,1,2013,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,0,3,11,1,53,51-60,1677,14,1,1574,1,5,3,5,535,535
8957,2n Cycle,Single,64831.0,1,1,1,10-06-2013,6,2013,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,3,11,0,62,61-70,1678,22,51,1120,2,3,4,4,344,344
9907,Master,Together,66476.0,0,1,1,04-12-2013,12,2013,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,3,11,0,45,41-50,1679,26,80,1013,2,1,5,4,154,154
2930,Master,Single,68092.0,0,0,0,16-12-2013,12,2013,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,3,11,0,36,31-40,1680,20,7,1281,2,5,4,5,545,545
7279,PhD,Together,69476.0,0,0,0,30-09-2013,9,2013,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,3,11,0,45,41-50,1681,15,3,1044,2,5,3,4,534,534
8643,Graduation,Together,69930.0,0,0,0,26-05-2013,5,2013,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,3,11,0,43,41-50,1682,22,21,1662,1,4,4,5,445,445
2631,Graduation,Together,71853.0,0,0,0,08-05-2013,5,2013,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,3,11,0,32,31-40,1683,17,29,1149,2,4,3,4,434,434
1650,Master,Married,81843.0,0,0,0,22-04-2013,4,2013,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,3,11,0,54,51-60,1684,27,13,1643,1,5,5,5,555,"Low Value Customers - Least valuable, infrequent, and low spenders"
8164,PhD,Married,82170.0,0,0,0,25-11-2013,11,2013,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,3,11,0,36,31-40,1685,19,13,1908,1,5,4,5,545,545
9799,PhD,Divorced,83664.0,1,1,1,08-05-2013,5,2013,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,3,11,0,46,41-50,1686,19,57,1173,2,3,4,4,344,344
6945,Graduation,Single,84574.0,0,0,0,04-06-2013,6,2013,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,3,11,0,62,61-70,1687,32,72,1375,1,2,5,5,255,255
1964,Graduation,Together,86610.0,0,0,0,05-09-2013,9,2013,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,3,11,0,63,61-70,1688,18,66,1603,1,2,4,5,245,245
8779,2n Cycle,Married,36145.0,1,0,1,16-06-2013,6,2013,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,1,0,3,11,1,29,21-30,1689,12,13,172,0,5,3,2,532,532
6720,Master,Together,43795.0,0,1,1,16-10-2013,10,2013,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,1,0,3,11,1,46,41-50,1690,17,11,492,0,5,3,3,533,"Potential High Value Customers - Moderate recency, frequent, and high spenders"
5534,Master,Married,47808.0,0,1,1,20-10-2013,10,2013,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,1,0,3,11,0,39,31-40,1691,10,30,224,0,4,2,3,423,423
3433,2n Cycle,Married,72635.0,0,0,0,03-06-2013,6,2013,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,1,0,3,11,0,59,51-60,1692,21,54,981,2,3,4,4,344,344
2886,Master,Divorced,74290.0,0,1,1,12-08-2013,8,2013,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,1,0,3,11,0,43,41-50,1693,32,70,1217,2,2,5,5,255,255
1524,2n Cycle,Single,81698.0,0,0,0,01-03-2013,3,2013,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,1,0,3,11,1,31,31-40,1694,16,1,1104,2,5,3,4,534,534
948,Graduation,Single,10245.0,1,0,1,15-05-2013,5,2013,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,3,11,0,43,41-50,1695,8,32,41,0,4,2,1,421,421
8140,Graduation,Together,22682.0,1,0,1,03-10-2013,10,2013,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,3,11,0,41,41-50,1696,10,51,95,0,3,2,2,322,"Frequent but Low Value Customers - High recency, frequent, but low spenders"
7369,Master,Married,36959.0,1,0,1,02-10-2013,10,2013,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,3,11,0,33,31-40,1697,7,56,62,0,3,2,2,322,"Frequent but Low Value Customers - High recency, frequent, but low spenders"
6619,Graduation,Married,38415.0,1,1,1,02-01-2013,1,2013,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,3,11,0,36,31-40,1698,6,91,44,0,1,1,1,111,"VIP Customers - Highly valuable, frequent, and big spenders"
3697,Graduation,Together,39898.0,0,1,1,12-02-2013,2,2013,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,3,11,0,60,61-70,1699,9,20,134,0,4,2,2,422,422
448,PhD,Single,54880.0,1,0,1,01-03-2013,3,2013,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,3,11,0,36,31-40,1700,21,57,795,2,3,4,4,344,344
6694,Graduation,Married,75236.0,0,1,1,25-11-2013,11,2013,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,3,11,0,50,51-60,1701,25,27,1068,2,4,5,4,454,454
7004,Graduation,Single,11012.0,1,0,1,16-03-2013,3,2013,24,3,26,7,1,23,3,3,1,2,9,1,0,0,0,0,1,0,3,11,0,30,31-40,1702,9,82,84,0,1,2,2,122,122
2281,Graduation,Single,33697.0,1,0,1,15-09-2013,9,2013,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,1,0,3,11,0,44,41-50,1703,4,34,28,0,4,1,1,411,411
3409,Graduation,Single,36108.0,1,0,1,15-10-2013,10,2013,141,8,129,3,11,47,3,7,1,4,9,1,0,0,0,0,1,0,3,11,0,30,31-40,1704,15,68,339,0,2,3,3,233,233
8143,PhD,Single,37929.0,0,0,0,30-07-2013,7,2013,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,1,0,3,11,1,29,21-30,1705,13,49,265,0,3,3,3,333,333
2632,Graduation,Married,50501.0,1,1,1,18-06-2013,6,2013,297,0,38,13,0,152,7,5,4,4,6,1,0,0,0,0,1,0,3,11,1,60,61-70,1706,20,10,500,0,5,4,3,543,543
9984,2n Cycle,Married,56337.0,1,1,1,27-03-2013,3,2013,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,0,3,11,1,33,31-40,1707,22,25,724,2,4,4,4,444,"Balanced Value Customers - Moderate in recency, frequency, and monetary"
3759,Graduation,Together,65196.0,0,2,1,25-07-2013,7,2013,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,1,0,3,11,0,56,51-60,1708,26,34,1155,2,4,5,4,454,454
3762,PhD,Single,69867.0,0,0,0,02-04-2013,4,2013,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,1,0,3,11,1,28,21-30,1709,17,30,925,2,4,3,4,434,434
6583,2n Cycle,Married,72635.0,0,0,0,03-06-2013,6,2013,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,1,0,3,11,0,59,51-60,1710,21,54,981,2,3,4,4,344,344
10949,PhD,Divorced,72968.0,0,0,0,16-12-2013,12,2013,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,1,0,3,11,1,51,51-60,1711,19,8,1958,1,5,4,5,545,545
4637,PhD,Single,74637.0,0,0,0,18-05-2013,5,2013,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,1,0,3,11,0,60,61-70,1712,25,73,1650,1,2,5,5,255,255
10965,Graduation,Together,76005.0,0,0,0,22-02-2013,2,2013,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,1,0,3,11,0,59,51-60,1713,22,72,1722,1,2,4,5,245,245
1772,PhD,Married,79174.0,0,0,0,11-01-2013,1,2013,1074,37,518,193,92,129,1,5,6,7,2,0,0,1,1,0,1,0,3,11,1,39,31-40,1714,19,2,2043,1,5,4,5,545,545
5718,Graduation,Married,80763.0,0,0,0,15-08-2013,8,2013,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,1,0,3,11,1,64,61-70,1715,23,17,1415,1,5,5,5,555,"Low Value Customers - Least valuable, infrequent, and low spenders"
6810,Graduation,Divorced,82025.0,0,0,0,28-05-2013,5,2013,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,1,0,3,11,1,31,31-40,1716,12,76,1187,2,2,3,5,235,235
5113,PhD,Divorced,86979.0,0,0,0,07-11-2013,11,2013,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,1,0,3,11,1,43,41-50,1717,16,67,1702,1,2,3,5,235,235
3979,PhD,Divorced,90687.0,0,0,0,22-05-2013,5,2013,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,1,0,3,11,1,31,31-40,1718,17,98,1779,1,1,3,5,135,"Promising Customers - High recency, moderate frequency, and low spenders"
7962,PhD,Single,95169.0,0,0,0,09-10-2013,10,2013,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,1,0,3,11,1,27,21-30,1719,12,1,1901,1,5,3,5,535,535
4808,Graduation,Married,15759.0,0,0,0,05-09-2013,9,2013,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,3,11,0,58,51-60,1720,4,12,17,0,5,1,1,511,"New Customers - Low recency, frequent, and low spenders"
1321,Graduation,Married,26067.0,1,0,1,04-11-2013,11,2013,22,2,18,0,2,12,3,3,0,3,8,0,0,0,0,0,0,0,3,11,0,40,41-50,1721,9,49,56,0,3,2,2,322,"Frequent but Low Value Customers - High recency, frequent, but low spenders"
5954,Master,Divorced,42618.0,1,0,1,09-10-2013,10,2013,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,3,11,0,42,41-50,1722,11,92,192,0,1,2,2,122,122
850,Graduation,Single,70566.0,0,1,1,06-10-2013,10,2013,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,3,11,0,46,41-50,1723,22,4,757,2,5,4,4,544,544
10590,PhD,Together,76542.0,0,0,0,30-03-2013,3,2013,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,3,11,0,58,51-60,1724,23,91,1483,1,1,5,5,155,"Low Frequency but High Spend Customers - Low recency, infrequent, but high spenders"
4278,PhD,Single,87188.0,0,0,0,03-06-2013,6,2013,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,0,3,11,1,31,31-40,1725,19,73,1923,1,2,4,5,245,245
9220,Graduation,Single,91700.0,0,0,0,17-01-2013,1,2013,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,0,3,11,1,43,41-50,1726,20,58,1968,1,3,4,5,345,345
2521,Master,Married,35178.0,1,0,1,10-01-2013,1,2013,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,3,11,1,43,41-50,1727,5,10,59,0,5,1,2,512,512
6281,Graduation,Divorced,55686.0,0,1,1,14-02-2013,2,2013,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,1,0,3,11,0,48,41-50,1728,16,27,982,2,4,3,4,434,434
4058,PhD,Single,61284.0,0,0,0,12-10-2013,10,2013,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,1,0,3,11,0,59,51-60,1729,22,76,811,2,2,4,4,244,"High Frequency but Low Spend Customers - Moderate recency, high frequency, but low spenders"
10701,Graduation,Married,65308.0,0,0,0,11-09-2013,9,2013,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,1,0,3,11,0,41,41-50,1730,28,60,1211,2,2,5,5,255,255
3336,PhD,Together,66375.0,0,1,1,21-11-2013,11,2013,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,1,0,3,11,0,66,61-70,1731,14,96,948,2,1,3,4,134,134
8534,Graduation,Married,67433.0,0,2,1,16-07-2013,7,2013,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,1,0,3,11,0,62,61-70,1732,28,51,992,2,3,5,4,354,354
1215,Graduation,Together,70440.0,0,0,0,08-10-2013,10,2013,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,1,0,3,11,0,36,31-40,1733,23,49,1572,1,3,5,5,355,355
175,Graduation,Married,71952.0,1,0,1,10-01-2013,1,2013,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,1,0,3,11,0,28,21-30,1734,22,93,1443,1,1,5,5,155,"Low Frequency but High Spend Customers - Low recency, infrequent, but high spenders"
8537,Graduation,Widow,72643.0,0,0,0,27-02-2013,2,2013,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,1,0,3,11,1,65,61-70,1735,21,60,1429,1,2,4,5,245,245
5204,Graduation,Together,74538.0,0,0,0,29-06-2013,6,2013,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,1,0,3,11,1,43,41-50,1736,22,21,1461,1,4,5,5,455,455
4994,Master,Single,77598.0,0,0,0,01-10-2013,10,2013,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,1,0,3,11,0,71,71-80,1737,26,53,1735,1,3,5,5,355,355
6935,2n Cycle,Married,78497.0,0,0,0,01-12-2013,12,2013,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,1,0,3,11,0,63,61-70,1738,25,44,978,2,3,5,4,354,354
9938,Graduation,Married,80067.0,0,0,0,19-09-2013,9,2013,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,1,0,3,11,0,60,61-70,1739,17,82,1600,1,1,3,5,135,"Promising Customers - High recency, moderate frequency, and low spenders"
6086,Graduation,Married,80395.0,0,0,0,23-11-2013,11,2013,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,1,0,3,11,0,59,51-60,1740,24,62,1380,1,2,5,5,255,255
3667,Graduation,Married,80952.0,0,0,0,28-02-2013,2,2013,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,1,0,3,11,1,45,41-50,1741,25,20,1757,1,4,5,5,455,455
5538,Graduation,Divorced,83829.0,0,0,0,08-10-2013,10,2013,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,3,11,1,39,31-40,1742,17,78,1862,1,2,3,5,235,235
3725,PhD,Single,84865.0,0,0,0,09-05-2013,5,2013,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,1,0,3,11,1,53,51-60,1743,16,1,1688,1,5,3,5,535,535
10394,Graduation,Married,90000.0,0,0,0,23-12-2013,12,2013,675,144,133,94,192,241,1,4,8,5,1,1,0,1,1,0,1,0,3,11,0,30,31-40,1744,18,91,1479,1,1,4,5,145,145
4653,Graduation,Together,42011.0,1,0,1,26-03-2013,3,2013,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,3,11,0,36,31-40,1745,12,46,189,0,3,3,2,332,332
9703,PhD,Married,38097.0,1,1,1,15-10-2012,10,2012,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,1,0,3,11,1,44,41-50,1746,11,70,184,0,2,2,2,222,222
7230,PhD,Divorced,50611.0,0,1,1,04-10-2012,10,2012,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,1,0,3,11,1,54,51-60,1747,22,98,493,0,1,5,3,153,153
10176,Graduation,Single,57107.0,0,1,1,24-08-2012,8,2012,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,1,0,3,11,1,46,41-50,1748,23,44,416,0,3,5,3,353,353
2407,Graduation,Married,69109.0,0,0,0,09-11-2012,11,2012,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,3,11,1,32,31-40,1749,20,10,1555,1,5,4,5,545,545
4427,2n Cycle,Single,83257.0,0,0,0,18-09-2012,9,2012,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,3,11,1,19,0-20,1750,28,56,1365,1,3,5,5,355,355
10314,PhD,Married,83837.0,0,0,0,16-12-2012,12,2012,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,1,0,3,11,1,66,61-70,1751,25,79,1318,1,2,5,5,255,255
10619,Graduation,Single,95529.0,0,0,0,03-12-2012,12,2012,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,0,3,11,1,20,21-30,1752,18,29,1990,1,4,4,5,445,445
10641,Graduation,Single,7500.0,1,1,1,27-12-2012,12,2012,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,3,11,0,36,31-40,1753,10,5,57,0,5,2,2,522,522
3850,Basic,Together,14918.0,0,1,1,07-12-2012,12,2012,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,0,3,11,0,51,51-60,1754,5,52,43,0,3,1,1,311,"Potential Promising Customers - Moderate recency, frequent, and low spenders"
8430,Graduation,Together,21994.0,0,1,1,24-12-2012,12,2012,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,3,11,0,57,51-60,1755,4,4,22,0,5,1,1,511,"New Customers - Low recency, frequent, and low spenders"
3887,Graduation,Single,27242.0,1,0,1,11-11-2012,11,2012,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,0,0,3,11,1,44,41-50,1756,7,2,106,0,5,2,2,522,522
8842,Graduation,Widow,30372.0,1,1,1,25-12-2012,12,2012,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,3,11,0,43,41-50,1757,8,33,44,0,4,2,1,421,421
4088,PhD,Together,31497.0,0,1,1,06-12-2012,12,2012,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,3,11,0,52,51-60,1758,10,22,155,0,4,2,2,422,422
6875,PhD,Together,32727.0,0,0,0,28-08-2012,8,2012,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,3,11,0,49,41-50,1759,17,38,529,0,4,3,3,433,433
6263,Graduation,Together,35322.0,1,2,1,22-08-2012,8,2012,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,3,11,0,46,41-50,1760,9,34,106,0,4,2,2,422,422
5885,2n Cycle,Married,35688.0,2,1,1,22-08-2012,8,2012,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,3,11,0,41,41-50,1761,16,94,211,0,1,3,3,133,133
10542,PhD,Married,36778.0,1,1,1,05-08-2012,8,2012,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,3,11,0,46,41-50,1762,9,63,77,0,2,2,2,222,222
4188,Graduation,Single,36864.0,0,1,1,13-08-2012,8,2012,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,0,3,11,1,57,51-60,1763,14,53,354,0,3,3,3,333,333
4095,Graduation,Married,37150.0,1,0,1,11-09-2012,9,2012,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,3,11,0,43,41-50,1764,21,80,467,0,1,4,3,143,143
10581,Graduation,Married,41124.0,1,0,1,31-10-2012,10,2012,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,3,11,0,37,31-40,1765,21,41,506,0,3,4,3,343,343
8692,Graduation,Together,43462.0,1,1,1,12-09-2012,9,2012,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,3,11,0,62,61-70,1766,16,50,240,0,3,3,3,333,333
7414,Graduation,Married,43824.0,1,1,1,15-09-2012,9,2012,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,3,11,0,43,41-50,1767,12,18,186,0,5,3,2,532,532
10702,Graduation,Single,52413.0,1,0,1,03-11-2012,11,2012,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,3,11,0,30,31-40,1768,17,67,450,0,2,3,3,233,233
4945,Graduation,Widow,53653.0,0,0,0,07-11-2012,11,2012,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,3,11,0,61,61-70,1769,28,29,1210,2,4,5,5,455,455
1272,Master,Single,55250.0,0,1,1,21-10-2012,10,2012,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,3,11,0,49,41-50,1770,26,49,903,2,3,5,4,354,354
5667,PhD,Married,60896.0,0,1,1,11-10-2012,10,2012,1013,30,399,60,46,153,3,9,10,4,6,0,0,0,0,0,0,0,3,11,1,50,51-60,1771,26,90,1701,1,1,5,5,155,"Low Frequency but High Spend Customers - Low recency, infrequent, but high spenders"
6202,Graduation,Together,63381.0,0,1,1,05-10-2012,10,2012,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,3,11,0,54,51-60,1772,26,78,1005,2,2,5,4,254,254
8932,Master,Together,65176.0,0,1,1,29-10-2012,10,2012,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,3,11,0,45,41-50,1773,25,57,1531,1,3,5,5,355,355
7290,Graduation,Single,70596.0,0,0,0,05-10-2012,10,2012,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,3,11,0,29,21-30,1774,21,68,968,2,2,4,4,244,"High Frequency but Low Spend Customers - Moderate recency, high frequency, but low spenders"
11112,Graduation,Together,70713.0,0,1,1,03-12-2012,12,2012,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,3,11,0,48,41-50,1775,25,23,1477,1,4,5,5,455,455
7441,Graduation,Divorced,71128.0,1,0,1,06-10-2012,10,2012,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,3,11,0,41,41-50,1776,27,80,1615,1,1,5,5,155,"Low Frequency but High Spend Customers - Low recency, infrequent, but high spenders"
10479,PhD,Married,76618.0,0,0,0,07-12-2012,12,2012,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,3,11,0,39,31-40,1777,11,64,1511,1,2,2,5,225,225
590,Master,Divorced,78579.0,0,0,0,22-12-2012,12,2012,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,0,3,11,1,44,41-50,1778,16,35,1812,1,4,3,5,435,435
10069,Basic,Together,13724.0,1,0,1,31-08-2012,8,2012,2,7,5,2,15,27,1,2,0,2,9,1,0,0,0,0,1,0,3,11,0,26,21-30,1779,5,43,58,0,3,1,2,312,312
195,Graduation,Single,38808.0,1,0,1,26-08-2012,8,2012,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,1,0,3,11,1,42,41-50,1780,14,21,246,0,4,3,3,433,433
7706,2n Cycle,Together,46772.0,0,1,1,07-11-2012,11,2012,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,1,0,3,11,0,39,31-40,1781,30,88,1048,2,1,5,4,154,154
7922,PhD,Single,64950.0,0,1,1,12-08-2012,8,2012,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,1,0,3,11,0,63,61-70,1782,25,29,966,2,4,5,4,454,454
340,Graduation,Divorced,72967.0,0,1,1,15-12-2012,12,2012,158,35,179,0,0,125,2,7,2,8,5,1,0,0,0,0,1,0,3,11,1,44,41-50,1783,19,1,497,0,5,4,3,543,543
7118,Graduation,Married,73803.0,0,1,1,01-08-2012,8,2012,833,80,363,52,26,174,2,9,5,6,6,1,0,0,0,0,1,0,3,11,1,57,51-60,1784,22,61,1528,1,2,5,5,255,255
3698,Graduation,Together,78687.0,0,0,0,09-08-2012,8,2012,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,1,0,3,11,1,31,31-40,1785,19,13,2130,1,5,4,5,545,545
8722,2n Cycle,Married,82347.0,0,0,0,06-11-2012,11,2012,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,1,0,3,11,1,57,51-60,1786,25,38,1853,1,4,5,5,455,455
2114,PhD,Single,82800.0,0,0,0,24-11-2012,11,2012,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,3,11,1,68,61-70,1787,26,23,1315,1,4,5,5,455,455
7872,PhD,Married,86836.0,0,0,0,12-09-2012,9,2012,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,1,0,3,11,1,39,31-40,1788,23,7,557,2,5,5,3,553,553
8832,Master,Together,37509.0,1,0,1,12-09-2012,9,2012,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,3,11,0,38,31-40,1789,9,24,123,0,4,2,2,422,422
8685,Graduation,Married,42014.0,1,0,1,17-08-2012,8,2012,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,0,3,11,1,37,31-40,1790,20,56,436,0,3,4,3,343,343
5830,PhD,Single,86857.0,0,0,0,12-09-2012,9,2012,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,0,3,11,1,42,41-50,1791,22,96,2114,1,1,5,5,155,"Low Frequency but High Spend Customers - Low recency, infrequent, but high spenders"
234,Graduation,Divorced,15287.0,1,0,1,10-10-2012,10,2012,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,3,11,1,35,31-40,1792,6,60,31,0,2,1,1,211,Medium Value Customers - Moderately valuable with high recency
339,PhD,Married,57091.0,0,1,1,23-11-2012,11,2012,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,1,0,3,11,1,42,41-50,1793,18,82,496,0,1,4,3,143,143
2975,Graduation,Together,85606.0,0,1,1,12-11-2012,11,2012,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,1,0,3,11,0,38,31-40,1794,24,89,1956,1,1,5,5,155,"Low Frequency but High Spend Customers - Low recency, infrequent, but high spenders"
8700,Basic,Single,14906.0,0,0,0,22-12-2012,12,2012,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,3,11,0,28,21-30,1795,9,86,66,0,1,2,2,122,122
6147,Graduation,Divorced,25818.0,1,0,1,18-10-2012,10,2012,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,3,11,0,43,41-50,1796,4,51,28,0,3,1,1,311,"Potential Promising Customers - Moderate recency, frequent, and low spenders"
11133,PhD,YOLO,48432.0,0,1,1,18-10-2012,10,2012,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,0,3,11,1,41,41-50,1797,19,3,424,0,5,4,3,543,543
